date,region,product_id,average_delivery_days,late_delivery_rate
2026-04-02,North,P004,3.44,0.039
2026-04-02,South,P001,2.76,0.035
2026-04-02,South,P002,3.33,0.047
2026-04-02,South,P003,3.17,0.037
2026-04-02,South,P004,3.17,0.034
2026-04-02,East,P001,2.92,0.05
2026-04-02,East,P002,3.26,0.03
2026-04-02,East,P003,2.74,0.041
2026-04-02,East,P004,3.52,0.021
2026-04-02,West,P001,3.08,0.026
2026-04-02,West,P002,2.81,0.036
2026-04-02,West,P003,2.87,0.035
2026-04-02,West,P004,3.0,0.035
2026-04-03,North,P001,2.56,0.048
2026-04-03,North,P002,3.23,0.048
2026-04-03,North,P003,2.54,0.043
2026-04-03,North,P004,3.2,0.03
2026-04-03,South,P001,3.0,0.039
2026-04-03,South,P002,3.55,0.059
2026-04-03,South,P003,2.5,0.065
2026-04-03,South,P004,2.73,0.05
2026-04-03,East,P001,3.29,0.03
2026-04-03,East,P002,3.15,0.039
2026-04-03,East,P003,3.17,0.042
2026-04-03,East,P004,3.36,0.041
2026-04-03,West,P001,2.95,0.051
2026-04-03,West,P002,3.17,0.047
2026-04-03,West,P003,2.8,0.03
2026-04-03,West,P004,2.83,0.034
2026-04-04,North,P001,3.24,0.05
2026-04-04,North,P002,2.95,0.054
2026-04-04,North,P003,3.41,0.042
2026-04-04,North,P004,2.75,0.056
2026-04-04,South,P001,2.98,0.041
2026-04-04,South,P002,2.9,0.031
2026-04-04,South,P003,2.56,0.046
2026-04-04,South,P004,2.76,0.071
2026-04-04,East,P001,2.67,0.027
2026-04-04,East,P002,3.15,0.055
2026-04-04,East,P003,3.02,0.046
2026-04-04,East,P004,2.45,0.033
2026-04-04,West,P001,2.68,0.021
2026-04-04,West,P002,3.04,0.018
2026-04-04,West,P003,2.6,0.035
2026-04-04,West,P004,2.75,0.044
2026-04-05,North,P001,3.09,0.049
2026-04-05,North,P002,3.23,0.051
2026-04-05,North,P003,3.0,0.043
2026-04-05,North,P004,3.15,0.041
2026-04-05,South,P001,2.88,0.037
2026-04-05,South,P002,2.75,0.044
2026-04-05,South,P003,2.97,0.033
2026-04-05,South,P004,2.8,0.028
2026-04-05,East,P001,3.29,0.041
2026-04-05,East,P002,2.74,0.048
2026-04-05,East,P003,2.83,0.026
2026-04-05,East,P004,3.31,0.035
2026-04-05,West,P001,2.88,0.04
2026-04-05,West,P002,3.34,0.04
2026-04-05,West,P003,2.64,0.045
2026-04-05,West,P004,2.85,0.059
2026-04-06,North,P001,3.0,0.018
2026-04-06,North,P002,3.11,0.059
2026-04-06,North,P003,3.47,0.058
2026-04-06,North,P004,2.69,0.049
2026-04-06,South,P001,2.78,0.042
2026-04-06,South,P002,2.62,0.034
2026-04-06,South,P003,2.8,0.049
2026-04-06,South,P004,3.24,0.043
2026-04-06,East,P001,2.59,0.037
2026-04-06,East,P002,2.78,0.049
2026-04-06,East,P003,3.35,0.051
2026-04-06,East,P004,2.77,0.013
2026-04-06,West,P001,2.47,0.054
2026-04-06,West,P002,2.88,0.032
2026-04-06,West,P003,3.49,0.053
2026-04-06,West,P004,3.01,0.037
2026-04-07,North,P001,2.96,0.042
2026-04-07,North,P002,3.48,0.044
2026-04-07,North,P003,3.22,0.052
2026-04-07,North,P004,2.65,0.048
2026-04-07,South,P001,2.91,0.015
2026-04-07,South,P002,2.36,0.03
2026-04-07,South,P003,3.16,0.041
2026-04-07,South,P004,3.06,0.06
2026-04-07,East,P001,2.62,0.04
2026-04-07,East,P002,3.09,0.033
2026-04-07,East,P003,3.01,0.024
2026-04-07,East,P004,3.42,0.033
2026-04-07,West,P001,3.61,0.04
2026-04-07,West,P002,3.31,0.039
2026-04-07,West,P003,2.99,0.034
2026-04-07,West,P004,3.04,0.043
2026-04-08,North,P001,2.76,0.039
2026-04-08,North,P002,2.82,0.063
2026-04-08,North,P003,2.97,0.055
2026-04-08,North,P004,2.94,0.043
2026-04-08,South,P001,2.6,0.036
2026-04-08,South,P002,3.06,0.056
2026-04-08,South,P003,3.07,0.054
2026-04-08,South,P004,3.19,0.056
2026-04-08,East,P001,2.98,0.064
2026-04-08,East,P002,2.85,0.032
2026-04-08,East,P003,2.64,0.063
2026-04-08,East,P004,3.25,0.037
2026-04-08,West,P001,3.37,0.047
2026-04-08,West,P002,3.59,0.025
2026-04-08,West,P003,2.92,0.035
2026-04-08,West,P004,2.41,0.051
2026-04-09,North,P001,2.92,0.047
2026-04-09,North,P002,3.71,0.036
2026-04-09,North,P003,2.87,0.041
2026-04-09,North,P004,3.3,0.034
2026-04-09,South,P001,2.81,0.051
2026-04-09,South,P002,3.11,0.02
2026-04-09,South,P003,2.63,0.055
2026-04-09,South,P004,3.12,0.032
2026-04-09,East,P001,2.95,0.04
2026-04-09,East,P002,3.22,0.026
2026-04-09,East,P003,2.75,0.043
2026-04-09,East,P004,2.97,0.046
2026-04-09,West,P001,2.63,0.044
2026-04-09,West,P002,3.33,0.045
2026-04-09,West,P003,3.04,0.039
2026-04-09,West,P004,2.75,0.039
2026-04-10,North,P001,3.38,0.039
2026-04-10,North,P002,2.73,0.035
2026-04-10,North,P003,3.06,0.036
2026-04-10,North,P004,3.15,0.045
2026-04-10,South,P001,3.27,0.054
2026-04-10,South,P002,3.3,0.031
2026-04-10,South,P003,2.73,0.039
2026-04-10,South,P004,2.86,0.029
2026-04-10,East,P001,2.87,0.035
2026-04-10,East,P002,2.8,0.037
2026-04-10,East,P003,3.35,0.042
2026-04-10,East,P004,3.74,0.042
2026-04-10,West,P001,2.91,0.04
2026-04-10,West,P002,3.08,0.044
2026-04-10,West,P003,3.62,0.032
2026-04-10,West,P004,3.26,0.042
2026-04-11,North,P001,2.53,0.048
2026-04-11,North,P002,3.38,0.031
2026-04-11,North,P003,3.0,0.023
2026-04-11,North,P004,2.62,0.05
2026-04-11,South,P001,2.86,0.029
2026-04-11,South,P002,3.07,0.035
2026-04-11,South,P003,2.86,0.047
2026-04-11,South,P004,2.65,0.031
2026-04-11,East,P001,3.05,0.05
2026-04-11,East,P002,3.37,0.033
2026-04-11,East,P003,3.28,0.032
2026-04-11,East,P004,3.55,0.029
2026-04-11,West,P001,3.4,0.033
2026-04-11,West,P002,3.6,0.046
2026-04-11,West,P003,2.7,0.035
2026-04-11,West,P004,3.23,0.051
2026-04-12,North,P001,2.98,0.04
2026-04-12,North,P002,3.23,0.041
2026-04-12,North,P003,2.61,0.032
2026-04-12,North,P004,3.07,0.052
2026-04-12,South,P001,3.48,0.048
2026-04-12,South,P002,3.09,0.047
2026-04-12,South,P003,2.8,0.038
2026-04-12,South,P004,2.75,0.028
2026-04-12,East,P001,3.1,0.042
2026-04-12,East,P002,3.21,0.045
2026-04-12,East,P003,3.07,0.046
2026-04-12,East,P004,2.99,0.044
2026-04-12,West,P001,2.78,0.044
2026-04-12,West,P002,3.2,0.033
2026-04-12,West,P003,3.02,0.034
2026-04-12,West,P004,2.84,0.029
2026-04-13,North,P001,4.36,0.178
2026-04-13,North,P002,3.77,0.163
2026-04-13,North,P003,3.92,0.129
2026-04-13,North,P004,4.46,0.112
2026-04-13,South,P001,3.13,0.039
2026-04-13,South,P002,2.82,0.032
2026-04-13,South,P003,3.8,0.037
2026-04-13,South,P004,2.56,0.033
2026-04-13,East,P001,2.98,0.045
2026-04-13,East,P002,3.17,0.047
2026-04-13,East,P003,2.81,0.043
2026-04-13,East,P004,2.74,0.034
2026-04-13,West,P001,2.72,0.028
2026-04-13,West,P002,3.32,0.047
2026-04-13,West,P003,3.29,0.04
2026-04-13,West,P004,3.23,0.022
2026-04-14,North,P001,5.13,0.224
2026-04-14,North,P002,4.31,0.211
2026-04-14,North,P003,4.76,0.187
2026-04-14,North,P004,4.36,0.185
2026-04-14,South,P001,3.03,0.028
2026-04-14,South,P002,2.97,0.051
2026-04-14,South,P003,2.61,0.038
2026-04-14,South,P004,3.31,0.036
2026-04-14,East,P001,2.83,0.052
2026-04-14,East,P002,2.91,0.051
2026-04-14,East,P003,3.13,0.037
2026-04-14,East,P004,3.14,0.043
2026-04-14,West,P001,3.31,0.035
2026-04-14,West,P002,3.01,0.039
2026-04-14,West,P003,3.21,0.03
2026-04-14,West,P004,3.31,0.045
2026-04-15,North,P001,5.68,0.335
2026-04-15,North,P002,5.72,0.266
2026-04-15,North,P003,5.52,0.295
2026-04-15,North,P004,5.72,0.318
2026-04-15,South,P001,2.68,0.049
2026-04-15,South,P002,2.85,0.045
2026-04-15,South,P003,3.33,0.047
2026-04-15,South,P004,3.27,0.028
2026-04-15,East,P001,3.33,0.031
2026-04-15,East,P002,3.08,0.043
2026-04-15,East,P003,3.15,0.043
2026-04-15,East,P004,2.75,0.027
2026-04-15,West,P001,3.26,0.042
2026-04-15,West,P002,3.34,0.04
2026-04-15,West,P003,2.58,0.05
2026-04-15,West,P004,2.89,0.043
2026-04-16,North,P001,6.13,0.4
2026-04-16,North,P002,6.6,0.411
2026-04-16,North,P003,5.8,0.393
2026-04-16,North,P004,6.62,0.375
2026-04-16,South,P001,2.95,0.036
2026-04-16,South,P002,2.42,0.029
2026-04-16,South,P003,3.29,0.019
2026-04-16,South,P004,2.77,0.036
2026-04-16,East,P001,3.52,0.048
2026-04-16,East,P002,2.83,0.053
2026-04-16,East,P003,2.78,0.05
2026-04-16,East,P004,2.59,0.051
2026-04-16,West,P001,2.88,0.03
2026-04-16,West,P002,2.93,0.043
2026-04-16,West,P003,2.85,0.046
2026-04-16,West,P004,2.83,0.046
2026-04-17,North,P001,6.54,0.392
2026-04-17,North,P002,6.85,0.43
2026-04-17,North,P003,7.52,0.409
2026-04-17,North,P004,6.1,0.399
2026-04-17,South,P001,2.95,0.041
2026-04-17,South,P002,3.33,0.049
2026-04-17,South,P003,2.95,0.033
2026-04-17,South,P004,3.34,0.048
2026-04-17,East,P001,2.52,0.037
2026-04-17,East,P002,3.05,0.048
2026-04-17,East,P003,3.27,0.043
2026-04-17,East,P004,3.18,0.041
2026-04-17,West,P001,2.8,0.037
2026-04-17,West,P002,3.01,0.04
2026-04-17,West,P003,2.43,0.036
2026-04-17,West,P004,3.02,0.037
2026-04-18,North,P001,6.21,0.362
2026-04-18,North,P002,6.73,0.413
2026-04-18,North,P003,6.11,0.391
2026-04-18,North,P004,6.67,0.389
2026-04-18,South,P001,3.25,0.032
2026-04-18,South,P002,2.9,0.013
2026-04-18,South,P003,2.81,0.035
2026-04-18,South,P004,2.69,0.042
2026-04-18,East,P001,2.98,0.017
2026-04-18,East,P002,3.06,0.031
2026-04-18,East,P003,3.15,0.027
2026-04-18,East,P004,3.01,0.037
2026-04-18,West,P001,3.09,0.041
2026-04-18,West,P002,2.92,0.025
2026-04-18,West,P003,2.56,0.034
2026-04-18,West,P004,3.0,0.034
2026-04-19,North,P001,6.49,0.382
2026-04-19,North,P002,6.94,0.38
2026-04-19,North,P003,6.47,0.384
2026-04-19,North,P004,5.82,0.35
2026-04-19,South,P001,2.76,0.03
2026-04-19,South,P002,3.18,0.046
2026-04-19,South,P003,2.73,0.037
2026-04-19,South,P004,2.44,0.035
2026-04-19,East,P001,3.12,0.048
2026-04-19,East,P002,2.79,0.051
2026-04-19,East,P003,2.55,0.028
2026-04-19,East,P004,3.21,0.057
2026-04-19,West,P001,3.15,0.04
2026-04-19,West,P002,2.34,0.02
2026-04-19,West,P003,3.04,0.036
2026-04-19,West,P004,2.67,0.041
2026-04-20,North,P001,6.56,0.424
2026-04-20,North,P002,6.72,0.369
2026-04-20,North,P003,7.42,0.404
2026-04-20,North,P004,6.74,0.426
2026-04-20,South,P001,2.9,0.041
2026-04-20,South,P002,2.62,0.045
2026-04-20,South,P003,2.8,0.041
2026-04-20,South,P004,2.91,0.059
2026-04-20,East,P001,3.59,0.04
2026-04-20,East,P002,3.02,0.036
2026-04-20,East,P003,3.33,0.037
2026-04-20,East,P004,2.87,0.05
2026-04-20,West,P001,2.84,0.04
2026-04-20,West,P002,2.53,0.047
2026-04-20,West,P003,3.58,0.047
2026-04-20,West,P004,3.44,0.032
2026-04-21,North,P001,6.53,0.396
2026-04-21,North,P002,6.27,0.348
2026-04-21,North,P003,6.92,0.373
2026-04-21,North,P004,6.62,0.393
2026-04-21,South,P001,3.33,0.046
2026-04-21,South,P002,2.61,0.046
2026-04-21,South,P003,2.36,0.038
2026-04-21,South,P004,3.34,0.04
2026-04-21,East,P001,2.85,0.049
2026-04-21,East,P002,3.29,0.053
2026-04-21,East,P003,3.26,0.051
2026-04-21,East,P004,3.22,0.043
2026-04-21,West,P001,3.03,0.038
2026-04-21,West,P002,2.64,0.03
2026-04-21,West,P003,2.92,0.042
2026-04-21,West,P004,3.43,0.04
2026-04-22,North,P001,6.75,0.413
2026-04-22,North,P002,6.55,0.379
2026-04-22,North,P003,6.51,0.415
2026-04-22,North,P004,6.77,0.352
2026-04-22,South,P001,2.81,0.051
2026-04-22,South,P002,3.11,0.037
2026-04-22,South,P003,3.13,0.039
2026-04-22,South,P004,3.0,0.047
2026-04-22,East,P001,2.78,0.04
2026-04-22,East,P002,2.91,0.024
2026-04-22,East,P003,2.72,0.056
2026-04-22,East,P004,3.12,0.027
2026-04-22,West,P001,2.54,0.039
2026-04-22,West,P002,3.47,0.038
2026-04-22,West,P003,3.39,0.044
2026-04-22,West,P004,3.14,0.027
2026-04-23,North,P001,6.95,0.37
2026-04-23,North,P002,6.52,0.402
2026-04-23,North,P003,6.74,0.404
2026-04-23,North,P004,6.12,0.372
2026-04-23,South,P001,3.31,0.023
2026-04-23,South,P002,3.28,0.037
2026-04-23,South,P003,2.94,0.044
2026-04-23,South,P004,3.17,0.032
2026-04-23,East,P001,3.22,0.041
2026-04-23,East,P002,2.62,0.038
2026-04-23,East,P003,3.41,0.057
2026-04-23,East,P004,3.22,0.028
2026-04-23,West,P001,3.15,0.049
2026-04-23,West,P002,3.22,0.048
2026-04-23,West,P003,3.11,0.039
2026-04-23,West,P004,2.82,0.021
2026-04-24,North,P001,6.71,0.365
2026-04-24,North,P002,6.71,0.409
2026-04-24,North,P003,6.39,0.414
2026-04-24,North,P004,6.25,0.411
2026-04-24,South,P001,3.54,0.044
2026-04-24,South,P002,2.89,0.065
2026-04-24,South,P003,2.87,0.034
2026-04-24,South,P004,2.47,0.054
2026-04-24,East,P001,3.29,0.064
2026-04-24,East,P002,2.58,0.055
2026-04-24,East,P003,3.02,0.048
2026-04-24,East,P004,2.51,0.055
2026-04-24,West,P001,3.24,0.04
2026-04-24,West,P002,3.19,0.032
2026-04-24,West,P003,2.83,0.035
2026-04-24,West,P004,2.44,0.049
2026-04-25,North,P001,6.93,0.378
2026-04-25,North,P002,6.42,0.405
2026-04-25,North,P003,6.49,0.392
2026-04-25,North,P004,7.01,0.42
2026-04-25,South,P001,2.8,0.039
2026-04-25,South,P002,2.95,0.027
2026-04-25,South,P003,2.92,0.053
2026-04-25,South,P004,3.07,0.027
2026-04-25,East,P001,2.53,0.057
2026-04-25,East,P002,2.97,0.034
2026-04-25,East,P003,2.92,0.025
2026-04-25,East,P004,3.43,0.036
2026-04-25,West,P001,3.41,0.041
2026-04-25,West,P002,3.43,0.043
2026-04-25,West,P003,3.26,0.047
2026-04-25,West,P004,3.19,0.043
2026-04-26,North,P001,6.25,0.409
2026-04-26,North,P002,6.42,0.4
2026-04-26,North,P003,6.45,0.352
2026-04-26,North,P004,6.08,0.402
2026-04-26,South,P001,3.17,0.021
2026-04-26,South,P002,2.59,0.06
2026-04-26,South,P003,2.69,0.046
2026-04-26,South,P004,2.79,0.041
2026-04-26,East,P001,2.81,0.046
2026-04-26,East,P002,3.04,0.036
2026-04-26,East,P003,2.68,0.043
2026-04-26,East,P004,2.64,0.044
2026-04-26,West,P001,3.79,0.054
2026-04-26,West,P002,3.22,0.039
2026-04-26,West,P003,2.42,0.027
2026-04-26,West,P004,3.38,0.032
2026-04-27,North,P001,6.08,0.364
2026-04-27,North,P002,6.34,0.365
2026-04-27,North,P003,6.62,0.4
2026-04-27,North,P004,6.55,0.401
2026-04-27,South,P001,2.96,0.041
2026-04-27,South,P002,2.77,0.031
2026-04-27,South,P003,3.23,0.044
2026-04-27,South,P004,3.14,0.043
2026-04-27,East,P001,3.01,0.047
2026-04-27,East,P002,3.28,0.049
2026-04-27,East,P003,2.97,0.054
2026-04-27,East,P004,3.07,0.046
2026-04-27,West,P001,3.08,0.042
2026-04-27,West,P002,2.78,0.047
2026-04-27,West,P003,3.85,0.036
2026-04-27,West,P004,3.02,0.036
2026-04-28,North,P001,6.22,0.396
2026-04-28,North,P002,5.68,0.395
2026-04-28,North,P003,7.01,0.404
2026-04-28,North,P004,6.23,0.39
2026-04-28,South,P001,2.95,0.048
2026-04-28,South,P002,2.93,0.035
2026-04-28,South,P003,2.94,0.027
2026-04-28,South,P004,3.12,0.022
2026-04-28,East,P001,2.87,0.048
2026-04-28,East,P002,3.09,0.046
2026-04-28,East,P003,2.98,0.052
2026-04-28,East,P004,3.28,0.044
2026-04-28,West,P001,3.28,0.048
2026-04-28,West,P002,2.87,0.027
2026-04-28,West,P003,3.13,0.045
2026-04-28,West,P004,3.33,0.031
2026-04-29,North,P001,6.21,0.357
2026-04-29,North,P002,6.42,0.399
2026-04-29,North,P003,6.98,0.379
2026-04-29,North,P004,6.94,0.416
2026-04-29,South,P001,2.89,0.047
2026-04-29,South,P002,2.56,0.038
2026-04-29,South,P003,2.5,0.029
2026-04-29,South,P004,3.25,0.04
2026-04-29,East,P001,2.9,0.033
2026-04-29,East,P002,2.93,0.043
2026-04-29,East,P003,3.29,0.014
2026-04-29,East,P004,2.75,0.042
2026-04-29,West,P001,2.97,0.044
2026-04-29,West,P002,3.08,0.037
2026-04-29,West,P003,2.84,0.038
2026-04-29,West,P004,3.34,0.033
2026-04-30,North,P001,6.79,0.386
2026-04-30,North,P002,6.77,0.398
2026-04-30,North,P003,6.57,0.392
2026-04-30,North,P004,6.38,0.422
2026-04-30,South,P001,2.95,0.032
2026-04-30,South,P002,3.43,0.043
2026-04-30,South,P003,3.17,0.039
2026-04-30,South,P004,2.9,0.038
2026-04-30,East,P001,2.59,0.039
2026-04-30,East,P002,3.09,0.059
2026-04-30,East,P003,3.03,0.017
2026-04-30,East,P004,2.97,0.067
2026-04-30,West,P001,3.26,0.032
2026-04-30,West,P002,3.18,0.033
2026-04-30,West,P003,2.59,0.037
2026-04-30,West,P004,3.03,0.021
2026-05-01,North,P001,6.07,0.398
2026-05-01,North,P002,5.9,0.43
2026-05-01,North,P003,6.07,0.412
2026-05-01,North,P004,6.6,0.375
2026-05-01,South,P001,2.85,0.028
2026-05-01,South,P002,2.62,0.044
2026-05-01,South,P003,2.66,0.043
2026-05-01,South,P004,2.61,0.043
2026-05-01,East,P001,2.85,0.054
2026-05-01,East,P002,3.1,0.052
2026-05-01,East,P003,2.77,0.041
2026-05-01,East,P004,2.71,0.036
2026-05-01,West,P001,2.92,0.033
2026-05-01,West,P002,2.64,0.026
2026-05-01,West,P003,2.3,0.029
2026-05-01,West,P004,3.19,0.024
2026-05-02,North,P001,5.96,0.414
2026-05-02,North,P002,6.39,0.392
2026-05-02,North,P003,5.7,0.394
2026-05-02,North,P004,6.46,0.423
2026-05-02,South,P001,2.86,0.027
2026-05-02,South,P002,2.33,0.038
2026-05-02,South,P003,2.91,0.033
2026-05-02,South,P004,3.07,0.044
2026-05-02,East,P001,3.1,0.037
2026-05-02,East,P002,2.67,0.047
2026-05-02,East,P003,3.0,0.049
2026-05-02,East,P004,3.24,0.026
2026-05-02,West,P001,2.57,0.032
2026-05-02,West,P002,2.68,0.048
2026-05-02,West,P003,3.11,0.051
2026-05-02,West,P004,3.12,0.042
2026-05-03,North,P001,6.87,0.424
2026-05-03,North,P002,6.37,0.401
2026-05-03,North,P003,7.13,0.35
2026-05-03,North,P004,6.34,0.437
2026-05-03,South,P001,2.98,0.036
2026-05-03,South,P002,3.01,0.02
2026-05-03,South,P003,2.77,0.05
2026-05-03,South,P004,2.81,0.032
2026-05-03,East,P001,3.39,0.053
2026-05-03,East,P002,3.16,0.035
2026-05-03,East,P003,2.93,0.032
2026-05-03,East,P004,2.7,0.03
2026-05-03,West,P001,2.81,0.03
2026-05-03,West,P002,2.53,0.042
2026-05-03,West,P003,3.07,0.057
2026-05-03,West,P004,2.8,0.043
2026-05-04,North,P001,6.74,0.403
2026-05-04,North,P002,6.53,0.36
2026-05-04,North,P003,6.03,0.393
2026-05-04,North,P004,6.92,0.36
2026-05-04,South,P001,2.91,0.033
2026-05-04,South,P002,3.18,0.033
2026-05-04,South,P003,3.3,0.038
2026-05-04,South,P004,2.81,0.027
2026-05-04,East,P001,3.08,0.049
2026-05-04,East,P002,3.08,0.062
2026-05-04,East,P003,3.43,0.037
2026-05-04,East,P004,2.9,0.045
2026-05-04,West,P001,2.75,0.052
2026-05-04,West,P002,3.11,0.043
2026-05-04,West,P003,3.21,0.057
2026-05-04,West,P004,3.05,0.039
2026-05-05,North,P001,6.89,0.4
2026-05-05,North,P002,6.29,0.363
2026-05-05,North,P003,6.11,0.393
2026-05-05,North,P004,6.2,0.383
2026-05-05,South,P001,3.18,0.046
2026-05-05,South,P002,2.78,0.042
2026-05-05,South,P003,3.66,0.04
2026-05-05,South,P004,2.79,0.038
2026-05-05,East,P001,3.03,0.038
2026-05-05,East,P002,2.99,0.026
2026-05-05,East,P003,2.71,0.039
2026-05-05,East,P004,2.95,0.034
2026-05-05,West,P001,2.95,0.041
2026-05-05,West,P002,3.27,0.039
2026-05-05,West,P003,3.12,0.035
2026-05-05,West,P004,3.17,0.044
2026-05-06,North,P001,6.88,0.395
2026-05-06,North,P002,6.44,0.388
2026-05-06,North,P003,6.39,0.393
2026-05-06,North,P004,6.43,0.365
2026-05-06,South,P001,2.95,0.054
2026-05-06,South,P002,2.64,0.032
2026-05-06,South,P003,2.22,0.035
2026-05-06,South,P004,2.88,0.035
2026-05-06,East,P001,3.33,0.049
2026-05-06,East,P002,3.02,0.036
2026-05-06,East,P003,3.31,0.04
2026-05-06,East,P004,2.75,0.023
2026-05-06,West,P001,2.87,0.048
2026-05-06,West,P002,3.68,0.041
2026-05-06,West,P003,2.77,0.028
2026-05-06,West,P004,3.17,0.022
2026-05-07,North,P001,6.75,0.394
2026-05-07,North,P002,6.51,0.429
2026-05-07,North,P003,5.91,0.423
2026-05-07,North,P004,7.05,0.401
2026-05-07,South,P001,2.81,0.045
2026-05-07,South,P002,2.76,0.034
2026-05-07,South,P003,3.34,0.05
2026-05-07,South,P004,2.79,0.033
2026-05-07,East,P001,2.81,0.047
2026-05-07,East,P002,2.7,0.044
2026-05-07,East,P003,3.22,0.039
2026-05-07,East,P004,3.3,0.037
2026-05-07,West,P001,2.94,0.03
2026-05-07,West,P002,3.31,0.032
2026-05-07,West,P003,3.1,0.039
2026-05-07,West,P004,2.68,0.034
2026-05-08,North,P001,6.71,0.398
2026-05-08,North,P002,6.51,0.417
2026-05-08,North,P003,6.94,0.411
2026-05-08,North,P004,6.39,0.402
2026-05-08,South,P001,3.11,0.032
2026-05-08,South,P002,2.79,0.034
2026-05-08,South,P003,3.11,0.053
2026-05-08,South,P004,3.32,0.045
2026-05-08,East,P001,2.6,0.027
2026-05-08,East,P002,3.16,0.027
2026-05-08,East,P003,2.93,0.043
2026-05-08,East,P004,2.66,0.03
2026-05-08,West,P001,2.97,0.045
2026-05-08,West,P002,3.32,0.046
2026-05-08,West,P003,3.02,0.033
2026-05-08,West,P004,2.68,0.035
2026-05-09,North,P001,6.2,0.378
2026-05-09,North,P002,6.58,0.438
2026-05-09,North,P003,6.57,0.386
2026-05-09,North,P004,6.48,0.428
2026-05-09,South,P001,3.17,0.03
2026-05-09,South,P002,3.38,0.032
2026-05-09,South,P003,3.08,0.024
2026-05-09,South,P004,2.39,0.043
2026-05-09,East,P001,2.76,0.02
2026-05-09,East,P002,3.16,0.061
2026-05-09,East,P003,3.42,0.037
2026-05-09,East,P004,3.0,0.049
2026-05-09,West,P001,3.34,0.037
2026-05-09,West,P002,3.01,0.043
2026-05-09,West,P003,3.17,0.039
2026-05-09,West,P004,2.96,0.054
2026-05-10,North,P001,7.21,0.387
2026-05-10,North,P002,7.64,0.372
2026-05-10,North,P003,6.37,0.433
2026-05-10,North,P004,6.53,0.413
2026-05-10,South,P001,2.71,0.054
2026-05-10,South,P002,3.37,0.046
2026-05-10,South,P003,3.06,0.042
2026-05-10,South,P004,2.98,0.046
2026-05-10,East,P001,3.01,0.032
2026-05-10,East,P002,2.69,0.032
2026-05-10,East,P003,3.07,0.04
2026-05-10,East,P004,3.06,0.045
2026-05-10,West,P001,2.81,0.055
2026-05-10,West,P002,2.92,0.036
2026-05-10,West,P003,3.14,0.022
2026-05-10,West,P004,2.76,0.05
2026-05-11,North,P001,2.48,0.051
2026-05-11,North,P002,3.45,0.036
2026-05-11,North,P003,3.09,0.051
2026-05-11,North,P004,2.86,0.049
2026-05-11,South,P001,2.8,0.035
2026-05-11,South,P002,2.76,0.043
2026-05-11,South,P003,3.35,0.038
2026-05-11,South,P004,2.62,0.029
2026-05-11,East,P001,3.12,0.058
2026-05-11,East,P002,3.12,0.036
2026-05-11,East,P003,3.23,0.038
2026-05-11,East,P004,2.89,0.03
2026-05-11,West,P001,3.42,0.015
2026-05-11,West,P002,3.24,0.035
2026-05-11,West,P003,2.88,0.057
2026-05-11,West,P004,2.79,0.033
2026-05-12,North,P001,2.96,0.044
2026-05-12,North,P002,2.87,0.024
2026-05-12,North,P003,2.74,0.053
2026-05-12,North,P004,3.02,0.045
2026-05-12,South,P001,2.92,0.033
2026-05-12,South,P002,3.5,0.038
2026-05-12,South,P003,2.87,0.051
2026-05-12,South,P004,2.78,0.034
2026-05-12,East,P001,3.0,0.04
2026-05-12,East,P002,3.08,0.061
2026-05-12,East,P003,3.1,0.016
2026-05-12,East,P004,3.1,0.04
2026-05-12,West,P001,3.01,0.042
2026-05-12,West,P002,2.99,0.039
2026-05-12,West,P003,3.18,0.035
2026-05-12,West,P004,2.72,0.07
2026-05-13,North,P001,2.79,0.041
2026-05-13,North,P002,2.55,0.041
2026-05-13,North,P003,2.72,0.036
2026-05-13,North,P004,3.31,0.045
2026-05-13,South,P001,3.17,0.022
2026-05-13,South,P002,3.55,0.028
2026-05-13,South,P003,3.46,0.05
2026-05-13,South,P004,3.17,0.031
2026-05-13,East,P001,3.05,0.035
2026-05-13,East,P002,3.01,0.038
2026-05-13,East,P003,2.39,0.051
2026-05-13,East,P004,2.98,0.035
2026-05-13,West,P001,2.83,0.044
2026-05-13,West,P002,2.73,0.017
2026-05-13,West,P003,3.12,0.045
2026-05-13,West,P004,2.94,0.029
2026-05-14,North,P001,3.03,0.025
2026-05-14,North,P002,2.69,0.032
2026-05-14,North,P003,3.25,0.036
2026-05-14,North,P004,2.87,0.06
2026-05-14,South,P001,3.11,0.043
2026-05-14,South,P002,2.89,0.034
2026-05-14,South,P003,2.34,0.05
2026-05-14,South,P004,3.13,0.038
2026-05-14,East,P001,2.96,0.047
2026-05-14,East,P002,2.53,0.034
2026-05-14,East,P003,2.66,0.058
2026-05-14,East,P004,3.26,0.018
2026-05-14,West,P001,2.55,0.039
2026-05-14,West,P002,2.86,0.027
2026-05-14,West,P003,3.58,0.043
2026-05-14,West,P004,3.14,0.033
2026-05-15,North,P001,3.22,0.036
2026-05-15,North,P002,2.91,0.046
2026-05-15,North,P003,2.51,0.056
2026-05-15,North,P004,3.05,0.053
2026-05-15,South,P001,2.68,0.031
2026-05-15,South,P002,2.65,0.043
2026-05-15,South,P003,3.02,0.035
2026-05-15,South,P004,2.7,0.027
2026-05-15,East,P001,2.99,0.035
2026-05-15,East,P002,2.79,0.055
2026-05-15,East,P003,2.98,0.053
2026-05-15,East,P004,2.84,0.042
2026-05-15,West,P001,2.98,0.023
