date,product_id,product_name,region,units_sold,price,revenue,marketing_spend,discount,inventory
2026-04-02,P003,EchoBeam Speaker Mini,North,11,1799.0,19789.0,169.03,0.0,151
2026-04-02,P004,ShieldCase Armor,North,25,599.0,14975.0,137.92,0.0,228
2026-04-02,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,138.91,0.0,63
2026-04-02,P002,PulseFit Smart Watch,South,11,5598.88,61587.68,143.07,0.0,327
2026-04-02,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,147.63,0.0,133
2026-04-02,P004,ShieldCase Armor,South,25,599.0,14975.0,109.22,0.0,384
2026-04-02,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,103.73,0.0,271
2026-04-02,P002,PulseFit Smart Watch,East,8,4999.0,39992.0,144.75,0.0,203
2026-04-02,P003,EchoBeam Speaker Mini,East,16,1799.0,28784.0,146.49,0.0,222
2026-04-02,P004,ShieldCase Armor,East,30,599.0,17970.0,162.12,0.0,63
2026-04-02,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,131.17,0.0,390
2026-04-02,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,133.26,0.0,137
2026-04-02,P003,EchoBeam Speaker Mini,West,15,1799.0,26985.0,180.78,0.0,248
2026-04-02,P004,ShieldCase Armor,West,23,599.0,13777.0,136.08,0.0,310
2026-04-03,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,184.29,0.0,193
2026-04-03,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,137.53,0.0,91
2026-04-03,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,129.53,0.0,314
2026-04-03,P004,ShieldCase Armor,North,24,599.0,14376.0,71.35,0.0,230
2026-04-03,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,144.53,0.0,203
2026-04-03,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,112.36,0.0,125
2026-04-03,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,87.27,0.0,341
2026-04-03,P004,ShieldCase Armor,South,26,599.0,15574.0,142.58,0.0,92
2026-04-03,P001,AirWave Earbuds Pro,East,19,2499.0,47481.0,90.99,0.0,331
2026-04-03,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,178.68,0.0,56
2026-04-03,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,169.27,0.0,239
2026-04-03,P004,ShieldCase Armor,East,24,599.0,14376.0,190.05,0.0,262
2026-04-03,P001,AirWave Earbuds Pro,West,16,2499.0,39984.0,117.57,0.0,225
2026-04-03,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,167.18,0.0,291
2026-04-03,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,182.16,0.0,201
2026-04-03,P004,ShieldCase Armor,West,25,599.0,14975.0,165.28,0.0,183
2026-04-04,P001,AirWave Earbuds Pro,North,17,2499.0,42483.0,128.81,0.0,119
2026-04-04,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,137.78,0.0,59
2026-04-04,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,197.84,0.0,377
2026-04-04,P004,ShieldCase Armor,North,24,599.0,14376.0,98.78,0.0,369
2026-04-04,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,169.71,0.0,346
2026-04-04,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,178.68,0.0,368
2026-04-04,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,183.39,0.0,384
2026-04-04,P004,ShieldCase Armor,South,28,599.0,16772.0,144.91,0.0,298
2026-04-04,P001,AirWave Earbuds Pro,East,16,2499.0,39984.0,169.91,0.0,75
2026-04-04,P002,PulseFit Smart Watch,East,11,4999.0,54989.0,188.44,0.0,347
2026-04-04,P003,EchoBeam Speaker Mini,East,16,1799.0,28784.0,168.6,0.0,398
2026-04-04,P004,ShieldCase Armor,East,22,599.0,13178.0,159.24,0.0,273
2026-04-04,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,156.35,0.0,185
2026-04-04,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,147.08,0.0,182
2026-04-04,P003,EchoBeam Speaker Mini,West,15,1799.0,26985.0,68.31,0.0,313
2026-04-04,P004,ShieldCase Armor,West,27,599.0,16173.0,206.1,0.0,105
2026-04-05,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,200.55,0.0,172
2026-04-05,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,165.88,0.0,231
2026-04-05,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,126.53,0.0,198
2026-04-05,P004,ShieldCase Armor,North,23,599.0,13777.0,165.85,0.0,374
2026-04-05,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,139.19,0.0,165
2026-04-05,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,133.0,0.0,108
2026-04-05,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,173.41,0.0,140
2026-04-05,P004,ShieldCase Armor,South,22,599.0,13178.0,111.37,0.0,137
2026-04-05,P001,AirWave Earbuds Pro,East,19,2499.0,47481.0,108.75,0.0,233
2026-04-05,P002,PulseFit Smart Watch,East,11,4999.0,54989.0,198.58,0.0,111
2026-04-05,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,171.26,0.0,259
2026-04-05,P004,ShieldCase Armor,East,20,599.0,11980.0,136.07,0.0,353
2026-04-05,P001,AirWave Earbuds Pro,West,19,2499.0,47481.0,139.88,0.0,104
2026-04-05,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,153.95,0.0,251
2026-04-05,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,134.32,0.0,376
2026-04-05,P004,ShieldCase Armor,West,26,599.0,15574.0,126.76,0.0,338
2026-04-06,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,169.6,0.0,82
2026-04-06,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,99.02,0.0,128
2026-04-06,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,236.96,0.0,51
2026-04-06,P004,ShieldCase Armor,North,24,599.0,14376.0,162.74,0.0,297
2026-04-06,P001,AirWave Earbuds Pro,South,19,2499.0,47481.0,108.95,0.0,178
2026-04-06,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,147.28,0.0,87
2026-04-06,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,184.34,0.0,210
2026-04-06,P004,ShieldCase Armor,South,22,599.0,13178.0,159.69,0.0,156
2026-04-06,P001,AirWave Earbuds Pro,East,15,2499.0,37485.0,140.97,0.0,222
2026-04-06,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,181.27,0.0,121
2026-04-06,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,222.31,0.0,104
2026-04-06,P004,ShieldCase Armor,East,26,599.0,15574.0,136.86,0.0,390
2026-04-06,P001,AirWave Earbuds Pro,West,19,2499.0,47481.0,148.15,0.0,312
2026-04-06,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,192.21,0.0,76
2026-04-06,P003,EchoBeam Speaker Mini,West,15,1799.0,26985.0,149.03,0.0,89
2026-04-06,P004,ShieldCase Armor,West,26,599.0,15574.0,160.68,0.0,151
2026-04-07,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,128.95,0.0,266
2026-04-07,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,175.26,0.0,366
2026-04-07,P003,EchoBeam Speaker Mini,North,13,1799.0,23387.0,143.47,0.0,119
2026-04-07,P004,ShieldCase Armor,North,27,599.0,16173.0,96.76,0.0,62
2026-04-07,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,163.79,0.0,389
2026-04-07,P002,PulseFit Smart Watch,South,11,5598.88,61587.68,125.35,0.0,51
2026-04-07,P003,EchoBeam Speaker Mini,South,12,1799.0,21588.0,174.31,0.0,266
2026-04-07,P004,ShieldCase Armor,South,21,599.0,12579.0,145.24,0.0,216
2026-04-07,P001,AirWave Earbuds Pro,East,20,2499.0,49980.0,112.1,0.0,134
2026-04-07,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,152.61,0.0,210
2026-04-07,P003,EchoBeam Speaker Mini,East,13,1799.0,23387.0,151.25,0.0,247
2026-04-07,P004,ShieldCase Armor,East,22,599.0,13178.0,234.77,0.0,53
2026-04-07,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,135.17,0.0,354
2026-04-07,P002,PulseFit Smart Watch,West,11,4999.0,54989.0,183.79,0.0,302
2026-04-07,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,156.42,0.0,375
2026-04-07,P004,ShieldCase Armor,West,27,599.0,16173.0,100.94,0.0,88
2026-04-08,P001,AirWave Earbuds Pro,North,17,2499.0,42483.0,149.9,0.0,196
2026-04-08,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,195.57,0.0,148
2026-04-08,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,169.34,0.0,314
2026-04-08,P004,ShieldCase Armor,North,28,599.0,16772.0,125.91,0.0,385
2026-04-08,P001,AirWave Earbuds Pro,South,21,2499.0,52479.0,210.67,0.0,188
2026-04-08,P002,PulseFit Smart Watch,South,11,5598.88,61587.68,57.51,0.0,152
2026-04-08,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,183.06,0.0,386
2026-04-08,P004,ShieldCase Armor,South,23,599.0,13777.0,141.19,0.0,206
2026-04-08,P001,AirWave Earbuds Pro,East,14,2499.0,34986.0,162.39,0.0,61
2026-04-08,P002,PulseFit Smart Watch,East,11,4999.0,54989.0,185.48,0.0,302
2026-04-08,P003,EchoBeam Speaker Mini,East,13,1799.0,23387.0,165.64,0.0,184
2026-04-08,P004,ShieldCase Armor,East,25,599.0,14975.0,115.58,0.0,104
2026-04-08,P001,AirWave Earbuds Pro,West,19,2499.0,47481.0,100.76,0.0,208
2026-04-08,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,143.66,0.0,303
2026-04-08,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,130.51,0.0,367
2026-04-08,P004,ShieldCase Armor,West,25,599.0,14975.0,156.99,0.0,86
2026-04-09,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,180.09,0.0,288
2026-04-09,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,172.08,0.0,109
2026-04-09,P003,EchoBeam Speaker Mini,North,12,1799.0,21588.0,96.39,0.0,50
2026-04-09,P004,ShieldCase Armor,North,25,599.0,14975.0,167.39,0.0,95
2026-04-09,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,167.46,0.0,237
2026-04-09,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,109.77,0.0,251
2026-04-09,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,93.65,0.0,171
2026-04-09,P004,ShieldCase Armor,South,22,599.0,13178.0,138.49,0.0,363
2026-04-09,P001,AirWave Earbuds Pro,East,19,2499.0,47481.0,156.82,0.0,121
2026-04-09,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,99.16,0.0,224
2026-04-09,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,166.81,0.0,387
2026-04-09,P004,ShieldCase Armor,East,26,599.0,15574.0,149.64,0.0,386
2026-04-09,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,117.81,0.0,334
2026-04-09,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,124.65,0.0,194
2026-04-09,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,146.47,0.0,316
2026-04-09,P004,ShieldCase Armor,West,22,599.0,13178.0,146.25,0.0,307
2026-04-10,P001,AirWave Earbuds Pro,North,16,2499.0,39984.0,138.37,0.0,208
2026-04-10,P002,PulseFit Smart Watch,North,11,4999.0,54989.0,136.51,0.0,74
2026-04-10,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,137.09,0.0,108
2026-04-10,P004,ShieldCase Armor,North,24,599.0,14376.0,138.54,0.0,127
2026-04-10,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,166.77,0.0,181
2026-04-10,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,98.38,0.0,330
2026-04-10,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,129.12,0.0,53
2026-04-10,P004,ShieldCase Armor,South,28,599.0,16772.0,144.36,0.0,301
2026-04-10,P001,AirWave Earbuds Pro,East,17,2499.0,42483.0,149.5,0.0,72
2026-04-10,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,133.08,0.0,385
2026-04-10,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,164.93,0.0,302
2026-04-10,P004,ShieldCase Armor,East,22,599.0,13178.0,163.69,0.0,106
2026-04-10,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,156.43,0.0,239
2026-04-10,P002,PulseFit Smart Watch,West,8,4999.0,39992.0,152.43,0.0,271
2026-04-10,P003,EchoBeam Speaker Mini,West,15,1799.0,26985.0,169.11,0.0,385
2026-04-10,P004,ShieldCase Armor,West,21,599.0,12579.0,188.31,0.0,98
2026-04-11,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,113.9,0.0,372
2026-04-11,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,170.39,0.0,332
2026-04-11,P003,EchoBeam Speaker Mini,North,13,1799.0,23387.0,174.77,0.0,220
2026-04-11,P004,ShieldCase Armor,North,23,599.0,13777.0,88.07,0.0,351
2026-04-11,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,195.24,0.0,204
2026-04-11,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,130.85,0.0,351
2026-04-11,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,164.2,0.0,151
2026-04-11,P004,ShieldCase Armor,South,24,599.0,14376.0,193.05,0.0,207
2026-04-11,P001,AirWave Earbuds Pro,East,16,2499.0,39984.0,127.53,0.0,67
2026-04-11,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,131.25,0.0,94
2026-04-11,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,168.24,0.0,283
2026-04-11,P004,ShieldCase Armor,East,25,599.0,14975.0,148.76,0.0,93
2026-04-11,P001,AirWave Earbuds Pro,West,20,2499.0,49980.0,133.53,0.0,273
2026-04-11,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,182.29,0.0,345
2026-04-11,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,147.09,0.0,384
2026-04-11,P004,ShieldCase Armor,West,25,599.0,14975.0,186.99,0.0,66
2026-04-12,P001,AirWave Earbuds Pro,North,16,2499.0,39984.0,142.66,0.0,284
2026-04-12,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,157.44,0.0,231
2026-04-12,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,162.98,0.0,303
2026-04-12,P004,ShieldCase Armor,North,22,599.0,13178.0,157.87,0.0,286
2026-04-12,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,205.15,0.0,205
2026-04-12,P002,PulseFit Smart Watch,South,12,5598.88,67186.56,121.8,0.0,172
2026-04-12,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,176.13,0.0,367
2026-04-12,P004,ShieldCase Armor,South,24,599.0,14376.0,188.37,0.0,310
2026-04-12,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,153.84,0.0,50
2026-04-12,P002,PulseFit Smart Watch,East,11,4999.0,54989.0,142.19,0.0,87
2026-04-12,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,157.05,0.0,102
2026-04-12,P004,ShieldCase Armor,East,25,599.0,14975.0,173.6,0.0,101
2026-04-12,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,106.34,0.0,134
2026-04-12,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,110.27,0.0,126
2026-04-12,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,158.5,0.0,257
2026-04-12,P004,ShieldCase Armor,West,21,599.0,12579.0,138.49,0.0,281
2026-04-13,P001,AirWave Earbuds Pro,North,20,2499.0,49980.0,136.46,0.0,181
2026-04-13,P002,PulseFit Smart Watch,North,11,4999.0,54989.0,173.86,0.0,65
2026-04-13,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,66.82,0.0,238
2026-04-13,P004,ShieldCase Armor,North,26,599.0,15574.0,223.84,0.0,126
2026-04-13,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,97.1,0.0,325
2026-04-13,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,169.61,0.0,50
2026-04-13,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,147.38,0.0,67
2026-04-13,P004,ShieldCase Armor,South,26,599.0,15574.0,142.31,0.0,333
2026-04-13,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,181.11,0.0,273
2026-04-13,P002,PulseFit Smart Watch,East,11,4999.0,54989.0,144.95,0.0,295
2026-04-13,P003,EchoBeam Speaker Mini,East,12,1799.0,21588.0,145.55,0.0,69
2026-04-13,P004,ShieldCase Armor,East,25,599.0,14975.0,129.87,0.0,175
2026-04-13,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,118.82,0.0,112
2026-04-13,P002,PulseFit Smart Watch,West,11,4999.0,54989.0,120.91,0.0,296
2026-04-13,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,178.64,0.0,65
2026-04-13,P004,ShieldCase Armor,West,27,599.0,16173.0,159.09,0.0,294
2026-04-14,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,191.19,0.0,310
2026-04-14,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,134.14,0.0,308
2026-04-14,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,131.19,0.0,86
2026-04-14,P004,ShieldCase Armor,North,25,599.0,14975.0,152.56,0.0,176
2026-04-14,P001,AirWave Earbuds Pro,South,20,2499.0,49980.0,144.51,0.0,359
2026-04-14,P002,PulseFit Smart Watch,South,11,5598.88,61587.68,105.83,0.0,323
2026-04-14,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,174.87,0.0,176
2026-04-14,P004,ShieldCase Armor,South,28,599.0,16772.0,102.72,0.0,51
2026-04-14,P001,AirWave Earbuds Pro,East,16,2499.0,39984.0,173.09,0.0,392
2026-04-14,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,162.01,0.0,66
2026-04-14,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,125.58,0.0,90
2026-04-14,P004,ShieldCase Armor,East,25,599.0,14975.0,177.12,0.0,393
2026-04-14,P001,AirWave Earbuds Pro,West,16,2499.0,39984.0,144.06,0.0,84
2026-04-14,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,149.74,0.0,360
2026-04-14,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,187.46,0.0,88
2026-04-14,P004,ShieldCase Armor,West,24,599.0,14376.0,102.26,0.0,388
2026-04-15,P001,AirWave Earbuds Pro,North,16,2499.0,39984.0,165.48,0.0,86
2026-04-15,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,166.53,0.0,215
2026-04-15,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,127.56,0.0,132
2026-04-15,P004,ShieldCase Armor,North,22,599.0,13178.0,128.89,0.0,348
2026-04-15,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,152.81,0.0,104
2026-04-15,P002,PulseFit Smart Watch,South,11,5598.88,61587.68,165.13,0.0,310
2026-04-15,P003,EchoBeam Speaker Mini,South,16,1799.0,28784.0,139.31,0.0,131
2026-04-15,P004,ShieldCase Armor,South,27,599.0,16173.0,94.84,0.0,345
2026-04-15,P001,AirWave Earbuds Pro,East,17,2499.0,42483.0,165.6,0.0,166
2026-04-15,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,114.58,0.0,361
2026-04-15,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,180.11,0.0,70
2026-04-15,P004,ShieldCase Armor,East,23,599.0,13777.0,112.57,0.0,313
2026-04-15,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,161.77,0.0,213
2026-04-15,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,125.98,0.0,308
2026-04-15,P003,EchoBeam Speaker Mini,West,12,1799.0,21588.0,162.6,0.0,190
2026-04-15,P004,ShieldCase Armor,West,26,599.0,15574.0,127.32,0.0,263
2026-04-16,P001,AirWave Earbuds Pro,North,15,2499.0,37485.0,154.6,0.0,199
2026-04-16,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,154.09,0.0,93
2026-04-16,P003,EchoBeam Speaker Mini,North,13,1799.0,23387.0,97.47,0.0,268
2026-04-16,P004,ShieldCase Armor,North,18,599.0,10782.0,201.9,0.0,250
2026-04-16,P001,AirWave Earbuds Pro,South,20,2499.0,49980.0,161.78,0.0,97
2026-04-16,P002,PulseFit Smart Watch,South,9,5598.88,50389.92,143.42,0.0,228
2026-04-16,P003,EchoBeam Speaker Mini,South,16,1799.0,28784.0,153.94,0.0,355
2026-04-16,P004,ShieldCase Armor,South,21,599.0,12579.0,191.41,0.0,128
2026-04-16,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,97.3,0.0,186
2026-04-16,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,146.05,0.0,117
2026-04-16,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,134.9,0.0,293
2026-04-16,P004,ShieldCase Armor,East,25,599.0,14975.0,181.87,0.0,244
2026-04-16,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,241.36,0.0,283
2026-04-16,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,119.21,0.0,375
2026-04-16,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,98.41,0.0,318
2026-04-16,P004,ShieldCase Armor,West,21,599.0,12579.0,154.85,0.0,56
2026-04-17,P001,AirWave Earbuds Pro,North,13,2499.0,32487.0,138.56,0.0,60
2026-04-17,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,117.66,0.0,247
2026-04-17,P003,EchoBeam Speaker Mini,North,11,1799.0,19789.0,128.29,0.0,140
2026-04-17,P004,ShieldCase Armor,North,19,599.0,11381.0,174.72,0.0,246
2026-04-17,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,217.48,0.0,160
2026-04-17,P002,PulseFit Smart Watch,South,9,5598.88,50389.92,139.0,0.0,280
2026-04-17,P003,EchoBeam Speaker Mini,South,13,1799.0,23387.0,174.0,0.0,235
2026-04-17,P004,ShieldCase Armor,South,22,599.0,13178.0,132.25,0.0,76
2026-04-17,P001,AirWave Earbuds Pro,East,19,2499.0,47481.0,186.99,0.0,70
2026-04-17,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,147.51,0.0,395
2026-04-17,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,115.66,0.0,153
2026-04-17,P004,ShieldCase Armor,East,26,599.0,15574.0,119.83,0.0,304
2026-04-17,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,153.59,0.0,247
2026-04-17,P002,PulseFit Smart Watch,West,11,4999.0,54989.0,174.96,0.0,55
2026-04-17,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,136.74,0.0,196
2026-04-17,P004,ShieldCase Armor,West,24,599.0,14376.0,144.11,0.0,317
2026-04-18,P001,AirWave Earbuds Pro,North,17,2499.0,42483.0,155.47,0.0,376
2026-04-18,P002,PulseFit Smart Watch,North,7,4999.0,34993.0,180.6,0.0,117
2026-04-18,P003,EchoBeam Speaker Mini,North,11,1799.0,19789.0,173.02,0.0,286
2026-04-18,P004,ShieldCase Armor,North,21,599.0,12579.0,188.15,0.0,276
2026-04-18,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,146.56,0.0,295
2026-04-18,P002,PulseFit Smart Watch,South,9,5598.88,50389.92,128.46,0.0,331
2026-04-18,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,97.76,0.0,55
2026-04-18,P004,ShieldCase Armor,South,23,599.0,13777.0,135.86,0.0,123
2026-04-18,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,151.18,0.0,314
2026-04-18,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,148.21,0.0,58
2026-04-18,P003,EchoBeam Speaker Mini,East,13,1799.0,23387.0,126.8,0.0,398
2026-04-18,P004,ShieldCase Armor,East,21,599.0,12579.0,143.83,0.0,215
2026-04-18,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,162.56,0.0,281
2026-04-18,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,146.93,0.0,115
2026-04-18,P003,EchoBeam Speaker Mini,West,15,1799.0,26985.0,159.97,0.0,212
2026-04-18,P004,ShieldCase Armor,West,24,599.0,14376.0,176.58,0.0,89
2026-04-19,P001,AirWave Earbuds Pro,North,11,2499.0,27489.0,147.64,0.0,338
2026-04-19,P002,PulseFit Smart Watch,North,7,4999.0,34993.0,230.87,0.0,269
2026-04-19,P003,EchoBeam Speaker Mini,North,9,1799.0,16191.0,163.49,0.0,132
2026-04-19,P004,ShieldCase Armor,North,18,599.0,10782.0,176.12,0.0,369
2026-04-19,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,148.36,0.0,50
2026-04-19,P002,PulseFit Smart Watch,South,9,5598.88,50389.92,181.1,0.0,396
2026-04-19,P003,EchoBeam Speaker Mini,South,13,1799.0,23387.0,77.59,0.0,371
2026-04-19,P004,ShieldCase Armor,South,23,599.0,13777.0,142.61,0.0,79
2026-04-19,P001,AirWave Earbuds Pro,East,20,2499.0,49980.0,145.75,0.0,163
2026-04-19,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,100.95,0.0,326
2026-04-19,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,160.88,0.0,193
2026-04-19,P004,ShieldCase Armor,East,24,599.0,14376.0,150.61,0.0,111
2026-04-19,P001,AirWave Earbuds Pro,West,15,2499.0,37485.0,163.81,0.0,98
2026-04-19,P002,PulseFit Smart Watch,West,12,4999.0,59988.0,150.22,0.0,55
2026-04-19,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,148.48,0.0,380
2026-04-19,P004,ShieldCase Armor,West,26,599.0,15574.0,150.81,0.0,119
2026-04-20,P001,AirWave Earbuds Pro,North,11,2499.0,27489.0,100.93,0.0,54
2026-04-20,P002,PulseFit Smart Watch,North,8,4999.0,39992.0,152.38,0.0,318
2026-04-20,P003,EchoBeam Speaker Mini,North,10,1799.0,17990.0,180.38,0.0,206
2026-04-20,P004,ShieldCase Armor,North,16,599.0,9584.0,155.86,0.0,201
2026-04-20,P001,AirWave Earbuds Pro,South,20,2499.0,49980.0,165.9,0.0,189
2026-04-20,P002,PulseFit Smart Watch,South,10,5598.88,55988.8,143.93,0.0,328
2026-04-20,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,148.46,0.0,143
2026-04-20,P004,ShieldCase Armor,South,20,599.0,11980.0,150.92,0.0,74
2026-04-20,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,108.85,0.0,149
2026-04-20,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,139.29,0.0,382
2026-04-20,P003,EchoBeam Speaker Mini,East,16,1799.0,28784.0,180.3,0.0,131
2026-04-20,P004,ShieldCase Armor,East,26,599.0,15574.0,145.06,0.0,293
2026-04-20,P001,AirWave Earbuds Pro,West,21,2499.0,52479.0,174.07,0.0,368
2026-04-20,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,167.01,0.0,109
2026-04-20,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,107.13,0.0,370
2026-04-20,P004,ShieldCase Armor,West,24,599.0,14376.0,165.92,0.0,79
2026-04-21,P001,AirWave Earbuds Pro,North,13,2499.0,32487.0,131.75,0.0,127
